method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
STGCN,0.8,rand,4,12,linear,50,1.455677151679993,1.5309748649597168,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1805849075317385,2.357390880584717,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2083847522735596,2.662072896957397,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2956786155700684,2.762653589248657,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.292004108428955,2.161851644515991,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.3880866765975952,2.1731226444244385,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2179511785507202,1.5461976528167725,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2355971336364746,1.5417306423187256,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.625882267951965,5.37679648399353,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4867186546325684,10.346830129623411,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5389928817749023,8.802626132965088,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1628786325454712,5.5584025382995605,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2310978174209597,6.037415266036987,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.3008580207824707,6.62994909286499,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2950063943862915,33.52126693725586,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.6889290809631348,24.16996741294861,DyGrEncoder
STGCN,0.0,,4,12,,50,1.182191252708435,18.05877566337585,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.297515869140625,20.447964906692505,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3928202390670776,43.56289458274841,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.40738844871521,26.417638778686523,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.4981282949447632,18.15962290763855,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.216317892074585,22.013927698135376,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2164764404296875,21.44882535934448,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2250473499298096,23.42656707763672,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3256756067276,21.805253267288208,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.6282880306243896,19.414484977722168,DyGrEncoder
STGCN,0.0,,4,12,,50,1.0804686546325684,16.12996554374695,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.391904354095459,14.544605016708374,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.389053463935852,15.12312388420105,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.2431906461715698,14.312541007995604,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.4228365421295166,12.028712511062622,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2407288551330566,20.61764883995056,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1994893550872805,15.091493844985962,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2967058420181274,26.9531147480011,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.324820876121521,18.27102112770081,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.6385469436645508,19.367615461349487,DyGrEncoder
STGCN,0.0,,4,12,,50,1.17177414894104,12.806715488433838,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2473946809768677,19.968344926834103,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.4308830499649048,18.78899621963501,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.5262373685836792,20.26715111732483,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.7156970500946045,20.286014318466187,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2388709783554075,25.37387990951538,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1866284608840942,26.66329860687256,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.1497136354446411,22.02113652229309,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3296029567718506,19.204335927963257,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5813400745391846,10.09754514694214,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1900016069412231,7.260271072387695,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2843025922775269,5.870728492736816,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.459630012512207,7.275286912918091,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4070173501968384,7.517414569854736,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.4946987628936768,6.374805688858032,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2115578651428225,4.790100812911987,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.159407377243042,5.449018239974976,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.194361925125122,3.6788625717163086,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.375722885131836,3.2653791904449463,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.3129020929336548,3.714576959609986,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1991429328918457,2.5891692638397217,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.37432599067688,2.6270523071289062,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.4734874963760376,2.3068184852600098,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.483515381813049,2.2022714614868164,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.4526958465576172,2.219470739364624,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.217024564743042,3.5394976139068604,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.3952419757843018,3.289862632751465,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.232157826423645,3.2638604640960693,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2432845830917358,3.625702857971192,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.6689070463180542,3.420891523361206,DyGrEncoder
STGCN,0.0,,4,12,,50,1.253636121749878,2.2414276599884038,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.497768759727478,2.238477230072021,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.399173378944397,2.19971251487732,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4715948104858398,2.330196619033813,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5848290920257568,2.299765348434448,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.3204758167266846,3.932009220123291,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.177258849143982,3.7913875579833984,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.191485047340393,3.4661245346069336,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3906574249267578,3.4785144329071045,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4847489595413208,3.287201166152954,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2059922218322754,2.2230052947998047,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3081943988800049,2.2075204849243164,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.452285647392273,2.530285120010376,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4735796451568604,2.12768030166626,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.6548304557800293,2.1384665966033936,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1733952760696411,3.1081225872039795,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2000401020050049,2.905910015106201,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.262967586517334,2.875172615051269,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2911792993545532,2.876701831817627,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5653314590454102,2.898998498916626,DyGrEncoder
STGCN,0.0,,4,12,,50,1.161884903907776,1.972429037094116,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.1619633436203003,1.973296403884888,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.4427496194839478,1.970463514328003,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.5053441524505615,1.9828734397888184,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.67193603515625,1.9728977680206297,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1509668827056885,2.8458034992218018,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.277983784675598,2.8611459732055664,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2777516841888428,2.860613822937012,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2563883066177368,2.868002891540528,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4364200830459597,2.876694202423096,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2229397296905518,1.976447582244873,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2663750648498535,1.9754114151000977,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3359732627868652,1.9745018482208248,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4987220764160156,1.976062297821045,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.7119925022125244,1.972043752670288,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1985630989074707,2.8568553924560547,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2657307386398315,2.864985227584839,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2623820304870603,2.9173216819763184,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.337710976600647,2.8754899501800537,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4112331867218018,2.891340970993042,DyGrEncoder
STGCN,0.0,,4,12,,50,1.227829098701477,1.9841856956481931,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.260238766670227,1.9835631847381592,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.338875651359558,1.980446577072144,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4496080875396729,2.016458511352539,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5661754608154297,1.9790949821472168,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2501055002212524,2.861992120742798,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.246087908744812,2.867698431015014,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.170238375663757,2.8854012489318848,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2846226692199707,2.908759593963623,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.485095739364624,2.8999383449554443,DyGrEncoder
STGCN,0.0,,4,12,,50,1.196236252784729,2.0030739307403564,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2537325620651243,1.9766855239868164,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.350618839263916,1.9823861122131348,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.403326392173767,1.9814772605896,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.3555532693862915,1.9757871627807615,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.175992488861084,2.850441694259644,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.25286865234375,2.8576254844665527,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.135093331336975,2.892706632614136,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2424814701080322,2.8963048458099365,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4018263816833496,2.908355236053467,DyGrEncoder
STGCN,0.0,,4,12,,50,1.175442099571228,1.970278024673462,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3234237432479858,1.9666829109191892,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.4167274236679075,1.969000577926636,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4010220766067505,3.1008825302124023,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5668613910675049,10.668369770050049,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.190134882926941,38.32322502136231,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1649129390716553,30.541693449020386,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2332595586776731,18.94549870491028,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2301217317581177,27.024185180664062,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5843448638916016,49.99303364753723,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2112656831741333,24.041189670562744,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.1849008798599243,23.47658085823059,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.5171990394592283,23.370381832122803,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.5476511716842651,23.314802885055546,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.478114128112793,24.64069700241089,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.3135218620300293,24.712071180343628,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.240095615386963,22.307050228118896,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2488662004470823,20.30175399780273,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3021773099899292,20.80453658103943,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.578059434890747,17.650688648223877,DyGrEncoder
STGCN,0.0,,4,12,,50,1.186552882194519,14.271414756774902,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.268514633178711,23.811617612838745,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.355555534362793,15.224109888076782,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.5885615348815918,15.682152271270752,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5180823802947998,15.577741384506226,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1280380487442017,18.047007083892822,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1595896482467651,23.6242790222168,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.1891268491744995,19.53270435333252,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3448517322540283,19.214333534240723,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4461724758148191,22.11313033103943,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1296751499176023,21.66369080543518,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2961286306381226,21.627098321914676,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3225746154785156,23.415087699890137,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4512064456939695,16.09614086151123,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.6121976375579834,7.093329429626465,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2032986879348757,8.007891416549683,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1672009229660034,8.99182677268982,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2506083250045776,8.59296464920044,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2665406465530396,8.916224956512451,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5456308126449585,7.054030418395996,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2367171049118042,2.922354459762573,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2512673139572144,2.840853691101074,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.2949808835983276,4.337458372116089,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4642268419265747,3.532891035079956,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.6944657564163208,2.532477378845215,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1548354625701904,3.96990966796875,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2064571380615234,3.585115671157837,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.3540582656860352,3.8873329162597656,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.233785629272461,3.764511585235596,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4200295209884644,3.4263665676116943,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1784135103225708,2.546658754348755,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2352705001831057,2.4239511489868164,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3117879629135132,2.392045021057129,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.5174717903137207,2.3575093746185303,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.656186580657959,2.2127809524536133,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2358622550964355,3.168616533279419,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1893835067749023,3.364165544509888,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.251702904701233,3.198021173477173,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2488462924957275,3.135988712310791,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.48249089717865,3.108787775039673,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1830463409423828,2.375800848007202,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.256601333618164,2.1662776470184326,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3681635856628418,2.5653622150421143,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4402823448181152,2.310194492340088,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.7413885593414309,2.1228187084198,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.2903497219085691,3.4556167125701904,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.255512237548828,3.165231704711914,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.1949772834777832,3.3068134784698486,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2823166847229004,3.237983703613281,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.6064202785491943,3.18104100227356,DyGrEncoder
STGCN,0.0,,4,12,,50,1.1617889404296875,2.183881998062134,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2328490018844604,1.9695234298706052,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.4306873083114624,1.980372667312622,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4375011920928955,1.976072072982788,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.3490203619003296,1.92559814453125,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.187960505485535,2.867035150527954,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.177273869514465,2.856028318405152,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2077382802963257,2.913914203643799,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2491739988327026,2.8574373722076416,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5281314849853516,2.8835411071777344,DyGrEncoder
STGCN,0.0,,4,12,,50,1.209636092185974,1.9686033725738523,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2569783926010132,1.9608628749847408,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3174937963485718,1.8629250526428225,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4731124639511108,1.5420172214508057,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.3231974840164185,1.5458745956420898,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1252100467681885,2.1415131092071533,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2523571252822876,2.141241312026977,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2406399250030518,2.149439573287964,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.355191946029663,2.1846699714660645,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.3514528274536133,2.9396588802337646,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2180604934692385,2.258344888687134,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3252843618392944,2.2609341144561768,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.3707250356674194,1.5565338134765625,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.7477277517318726,1.5531840324401855,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.529581069946289,1.5540478229522705,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1904338598251345,2.152493953704834,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1726861000061035,3.06041955947876,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.244889736175537,3.239104986190796,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2321817874908447,3.212984561920166,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.565568208694458,2.931490421295166,DyGrEncoder
STGCN,0.0,,4,12,,50,1.173047423362732,1.975050926208496,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3701847791671753,1.9772305488586424,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.5089236497879028,1.9748003482818604,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.4858404397964478,1.977094650268555,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.471631407737732,1.978364944458008,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.179390788078308,3.0584216117858887,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.372052550315857,3.2476086616516118,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2370580434799194,2.843959093093872,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3550353050231934,6.111476898193359,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.5472538471221924,12.0694317817688,DyGrEncoder
STGCN,0.0,,4,12,,50,1.152778148651123,10.40397047996521,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3313612937927246,2.6865737438201904,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.389562964439392,4.544256925582886,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.6489650011062622,4.931240081787109,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5496854782104492,8.652987957000732,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.260104775428772,18.822954654693604,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1454977989196775,21.995198965072632,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.239725947380066,30.507242918014526,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.273184895515442,21.886724948883057,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.439865231513977,20.20372772216797,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2211984395980835,12.290903329849243,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.418495535850525,10.741697311401367,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.365990161895752,12.73488712310791,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.454745888710022,37.08399748802185,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.6524890661239624,25.602028369903564,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1826536655426023,23.263319492340088,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2271544933319092,20.23169469833374,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.0921025276184082,20.39242792129517,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2315038442611694,19.257564067840576,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.525177836418152,18.997387409210205,DyGrEncoder
STGCN,0.0,,4,12,,50,1.2162290811538696,14.021565914154053,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.2833170890808103,17.67299175262451,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.41954243183136,17.101207494735718,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.447012186050415,13.262880086898804,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5326796770095823,14.501174688339232,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.3013107776641846,22.256292581558228,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.1533211469650269,18.856086254119877,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2431076765060425,22.641925811767575,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.2481324672698977,19.62165689468384,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.825117588043213,19.974319219589237,DyGrEncoder
STGCN,0.0,,4,12,,50,1.198588252067566,15.708850860595703,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.1616389751434326,15.944514036178589,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.269232153892517,15.736730813980104,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.6380575895309448,24.655126571655277,DyGrEncoder
STGCN,0.8,rand,4,12,linear,50,1.5306740999221802,19.17403292655945,DyGrEncoder
IT-STGCN,0.0,,4,12,,50,1.1671839952468872,19.010459899902344,DyGrEncoder
IT-STGCN,0.3,rand,4,12,linear,50,1.2363429069519043,18.024182319641117,DyGrEncoder
IT-STGCN,0.5,rand,4,12,linear,50,1.2150129079818726,14.81249713897705,DyGrEncoder
IT-STGCN,0.6,rand,4,12,linear,50,1.3079766035079956,11.353671073913574,DyGrEncoder
IT-STGCN,0.8,rand,4,12,linear,50,1.4458366632461548,12.38271450996399,DyGrEncoder
STGCN,0.0,,4,12,,50,1.172328233718872,7.726183652877808,DyGrEncoder
STGCN,0.3,rand,4,12,linear,50,1.3159942626953125,4.784844636917114,DyGrEncoder
STGCN,0.5,rand,4,12,linear,50,1.429228663444519,5.074882745742798,DyGrEncoder
STGCN,0.6,rand,4,12,linear,50,1.6229349374771118,5.678105354309082,DyGrEncoder
