,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
167,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3602253198623655,18.989720344543457,GConvLSTM
171,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4221458435058594,9.0594322681427,GConvLSTM
175,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.4963364601135254,32.82399368286133,GConvLSTM
179,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5301880836486816,10.447844982147217,GConvLSTM
183,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.812605619430542,18.10991072654724,GConvLSTM
187,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.487272024154663,9.508722305297852,GConvLSTM
191,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,0.993211567401886,20.794524669647217,GConvLSTM
195,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4402976036071775,9.64657473564148,GConvLSTM
199,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.4561623334884644,15.510201692581177,GConvLSTM
203,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4818763732910156,9.201596975326538,GConvLSTM
207,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,0.9981313347816468,20.950705766677856,GConvLSTM
211,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4404354095458984,11.054370880126951,GConvLSTM
215,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2449777126312256,22.92984914779663,GConvLSTM
219,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5124677419662476,9.239009618759155,GConvLSTM
223,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.5305418968200684,29.294378757476807,GConvLSTM
227,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.3772329092025757,11.201364278793337,GConvLSTM
231,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2772135734558103,17.61830973625183,GConvLSTM
235,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4997308254241943,9.131827116012571,GConvLSTM
239,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3606489896774292,22.15563535690308,GConvLSTM
3,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.311381220817566,4.509659051895142,GCLSTM
7,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.186033844947815,28.995646953582764,GCLSTM
11,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3069243431091309,3.806232690811157,GCLSTM
15,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2248172760009766,29.568862438201904,GCLSTM
19,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.436271071434021,3.3959879875183105,GCLSTM
23,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2038136720657349,14.988197326660156,GCLSTM
27,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.24206805229187,3.4494645595550537,GCLSTM
31,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1894545555114746,15.061547040939333,GCLSTM
35,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3525310754776,4.059006452560425,GCLSTM
39,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2803947925567627,15.628597259521484,GCLSTM
43,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3570791482925415,3.48707914352417,GCLSTM
47,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1768267154693604,15.437618255615234,GCLSTM
51,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3612940311431885,3.470679998397827,GCLSTM
55,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.238664627075195,26.90350317955017,GCLSTM
59,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.2410863637924194,3.5613858699798584,GCLSTM
63,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2824549674987793,26.48298406600952,GCLSTM
67,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3180899620056152,3.539702177047729,GCLSTM
71,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1940375566482544,23.927663326263428,GCLSTM
75,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3435783386230469,3.7874159812927246,GCLSTM
79,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.306594729423523,26.563857316970825,GCLSTM
83,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.5146933794021606,3.725485324859619,GCLSTM
87,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1643154621124268,28.17867994308472,GCLSTM
91,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.4118614196777344,3.730734348297119,GCLSTM
95,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2111350297927856,15.201147317886353,GCLSTM
99,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.2736252546310425,3.4425742626190186,GCLSTM
103,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2334941625595093,13.550348281860352,GCLSTM
107,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.474807620048523,3.499964714050293,GCLSTM
111,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2508485317230225,14.903867721557615,GCLSTM
115,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3238112926483154,3.9019970893859854,GCLSTM
119,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1993879079818726,15.982253074645996,GCLSTM
123,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.339689016342163,3.445096254348755,GCLSTM
127,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.3119521141052246,37.96047306060791,GCLSTM
131,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.344301700592041,3.6480116844177246,GCLSTM
135,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.254245400428772,25.98760724067688,GCLSTM
139,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3170626163482666,3.9659154415130615,GCLSTM
143,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2160381078720093,21.934131622314453,GCLSTM
147,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.2866591215133667,3.966110944747925,GCLSTM
151,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2724615335464478,26.331819772720337,GCLSTM
155,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.447237491607666,3.82204270362854,GCLSTM
159,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2163457870483398,31.65803050994873,GCLSTM
163,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.4609370231628418,3.6212637424468994,GCLSTM
167,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2295697927474976,13.219675779342651,GCLSTM
171,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3860068321228027,3.484222412109375,GCLSTM
175,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2423511743545532,15.505884885787964,GCLSTM
179,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.2934266328811646,3.4243502616882324,GCLSTM
183,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.264018416404724,13.20136570930481,GCLSTM
187,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.36916983127594,3.440117359161377,GCLSTM
191,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1902272701263428,14.690743923187256,GCLSTM
195,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.2618104219436646,3.4073874950408936,GCLSTM
199,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2408825159072876,14.168408393859863,GCLSTM
203,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3439472913742063,3.8253908157348633,GCLSTM
207,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2052301168441772,29.89715933799744,GCLSTM
211,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.427551507949829,3.816638708114624,GCLSTM
215,pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.1467479467391968,22.4161229133606,GCLSTM
219,pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.3825702667236328,3.85996675491333,GCLSTM
